meas N = 5;meas N = 5;meas N = 5;meas N = 5;meas N = 5;meas N = 5;meas N = 4;meas N = 4;meas N = 4
ring = 4;ring = 4;ring = 4;ring = 1;ring = 1;ring = 1;ring = 1;ring = 1;ring = 1
freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300;freq (Hz) = 113.3300
T (K) = 0.2588;T (K) = 0.2588;T (K) = 0.2588;T (K) = 0.2588;T (K) = 0.2588;T (K) = 0.2588;T (K) = 0.2598;T (K) = 0.2598;T (K) = 0.2598
B (T) ;gx (S);gy (S);B (T) ;gx (S);gy (S);B (T) ;gx (S);gy (S)
0.000E+00;-6.2126923016736E-06;-2.9017643710117E-03;0.000E+00;3.6971811711310E-05;-2.8230518125475E-03;0.000E+00;-2.4404538970933E-05;2.0081097492728E-03
5.000E-03;7.5531924943252E-05;-2.9110986339576E-03;5.000E-03;1.1678405992696E-04;-2.9217228528194E-03;5.000E-03;2.1196463849553E-05;1.9929546172013E-03
1.000E-02;-1.8006976285950E-05;-3.0097953354925E-03;1.000E-02;2.5474546430777E-05;-3.0992004172684E-03;1.000E-02;1.8902950095471E-06;2.0160788191013E-03
1.500E-02;4.5662899686488E-05;-2.9583470168061E-03;1.500E-02;8.8741895147100E-05;-3.0571509409100E-03;1.500E-02;4.5728818026629E-05;1.9973758552053E-03
2.000E-02;1.6302825489265E-05;-2.9592541065149E-03;2.000E-02;5.7542111234460E-05;-3.0424382367744E-03;2.000E-02;9.1024552993263E-05;2.0355492970490E-03
2.500E-02;3.3485465987471E-05;-2.9610085950817E-03;2.500E-02;7.5222749306273E-05;-2.9376553059004E-03;2.500E-02;3.7889198947598E-05;2.0121579863576E-03
3.000E-02;7.9157782744334E-07;-2.8561605783707E-03;3.000E-02;3.3676758323695E-05;-2.7376974041427E-03;3.000E-02;-2.3660419083652E-06;1.9175784562577E-03
3.500E-02;1.5237890878662E-05;-2.7865956766567E-03;3.500E-02;3.1196052533015E-05;-2.5299189776166E-03;3.500E-02;-1.6456220041682E-05;1.8420110030835E-03
4.000E-02;2.2933361390265E-06;-2.6513001959308E-03;4.000E-02;3.3010268786868E-05;-2.2526248313467E-03;4.000E-02;2.4157351089949E-06;1.7357279441405E-03
4.500E-02;-7.2846066689847E-06;-2.6067948248139E-03;4.500E-02;2.4418117946195E-05;-2.0592124375766E-03;4.500E-02;-1.2409400965500E-05;1.5780114699241E-03
5.000E-02;4.4778452096144E-05;-2.4492222905172E-03;5.000E-02;5.3553110061798E-05;-1.7375228208283E-03;5.000E-02;-1.5744403997998E-06;1.3865892842186E-03
5.500E-02;2.2311381821465E-06;-2.2867174414587E-03;5.500E-02;2.3165877524721E-05;-1.5112049118210E-03;5.500E-02;-6.9519602685045E-06;1.2188059154494E-03
6.000E-02;-5.4726347364771E-06;-2.1580999549915E-03;6.000E-02;9.5420406488121E-06;-1.3031279106092E-03;6.000E-02;7.7979174905734E-06;1.0515169336230E-03
6.500E-02;-8.6573825834380E-06;-2.0152586764663E-03;6.500E-02;9.3357551441186E-06;-1.0991537005602E-03;6.500E-02;4.9845174972824E-07;8.8602565995533E-04
7.000E-02;1.6986254092566E-05;-1.8667181853764E-03;7.000E-02;1.7363059289989E-05;-9.1684950078714E-04;7.000E-02;-4.8843938952378E-06;7.4372038045667E-04
