Frequency 	VF1
8	10,0904064932688
10007,992	10,0740930055272
20007,984	10,0256648399095
30007,976	9,94646587166624
40007,968	9,83862224248055
50007,96	9,70488987600959
60007,952	9,54847131358497
70007,944	9,37282397324772
80007,936	9,18147952450729
90007,928	8,97788891875915
100007,92	8,76530137060401
110007,912	8,54667970963414
120007,904	8,32464995622059
130007,896	8,10148007563191
140007,888	7,87908153308396
150007,88	7,65902715185913
160007,872	7,442579435621
170007,864	7,2307245668094
180007,856	7,02420844707409
190007,848	6,82357222174698
200007,84	6,62918563635084
210007,832	6,44127728003721
220007,824	6,2599612876161
230007,816	6,08526042632368
240007,808	5,91712571967524
250007,8	5,75545289148342
260007,792	5,60009597651742
270007,784	5,45087846267397
280007,776	5,30760231968044
290007,768	5,17005524323674
300007,76	5,03801640932453
310007,752	4,91126099652258
320007,744	4,78956369787256
330007,736	4,67270141002677
340007,728	4,56045525701554
350007,72	4,45261207933228
360007,712	4,34896549611041
370007,704	4,24931662871399
380007,696	4,15347455773498
390007,688	4,06125657180068
400007,68	3,97248825536198
410007,672	3,88700345340055
420007,664	3,80464414344094
430007,656	3,72526023909865
440007,648	3,64870934439794
450007,64	3,57485647404864
460007,632	3,50357375160391
470007,624	3,43474009479404
480007,616	3,36824089521953
490007,608	3,30396769789795
500007,6	3,2418178848107
510007,592	3,18169436552278
520007,584	3,12350527709935
530007,576	3,06716369487203
540007,568	3,01258735508183
550007,56	2,95969839001548
560007,552	2,90842307593442
570007,544	2,85869159385281
580007,536	2,81043780303684
590007,528	2,76359902696085
600007,52	2,71811585135678
610007,512	2,6739319339228
620007,504	2,63099382521087
630007,496	2,58925080018348
640007,488	2,5486546999159
650007,48	2,50915978291549
660007,472	2,4707225855342
670007,464	2,43330179096038
680007,456	2,39685810629074
690007,448	2,36135414720114
700007,44	2,32675432975441
710007,432	2,29302476890521
720007,424	2,26013318328324
730007,416	2,22804880585869
740007,408	2,19674230011555
750007,4	2,16618568138024
760007,392	2,1363522429737
770007,384	2,1072164868757
780007,376	2,07875405860925
790007,368	2,05094168607177
800007,36	2,02375712205697
810007,352	1,9971790902283
820007,344	1,97118723432051
830007,336	1,94576207036037
840007,328	1,92088494171192
850007,32	1,8965379767643
860007,312	1,8727040490925
870007,304	1,84936673993302
880007,296	1,82651030282646
890007,288	1,80411963028984
900007,28	1,78218022238998
910007,272	1,76067815709834
920007,264	1,73960006231576
930007,256	1,71893308946254
940007,248	1,69866488853726
950007,24	1,67878358455306
960007,232	1,65927775526711
970007,224	1,64013641012416
980007,216	1,6213489703402
990007,208	1,60290525005758
1000007,2	1,58479543850705
1010007,192	1,56701008311649
1020007,184	1,54954007351023
1030007,176	1,53237662634624
1040007,168	1,51551127094203
1050007,16	1,49893583564317
1060007,152	1,48264243489151
1070007,144	1,46662345695242
1080007,136	1,45087155226366
1090007,128	1,4353796223701
1100007,12	1,42014080941138
1110007,112	1,40514848613124
1120007,104	1,39039624637934
1130007,096	1,37587789607825
1140007,088	1,36158744462983
1150007,08	1,34751909673694
1160007,072	1,33366724461767
1170007,064	1,32002646059102
1180007,056	1,3065914900137
1190007,048	1,29335724454949
1200007,04	1,28031879575329
1210007,032	1,26747136895324
1220007,024	1,25481033741519
1230007,016	1,24233121677481
1240007,008	1,23002965972335
1250007	1,2179014509339
1260006,992	1,20594250221597
1270006,984	1,19414884788647
1280006,976	1,18251664034624
1290006,968	1,1710421458518
1300006,96	1,15972174047235
1310006,952	1,14855190622285
1320006,944	1,13752922736451
1330006,936	1,12665038686432
1340006,928	1,11591216300579
1350006,92	1,1053114261436
1360006,912	1,09484513559517
1370006,904	1,08451033666241
1380006,896	1,07430415777753
1390006,888	1,06422380776694
1400006,88	1,05426657322752
1410006,872	1,04442981601012
1420006,864	1,03471097080505
1430006,856	1,025107542825
1440006,848	1,01561710558054
1450006,84	1,00623729874424
1460006,832	0,996965826099061
1470006,824	0,987800453567238
1480006,816	0,978739007315971
1490006,808	0,969779371936421
1500006,8	0,960919488692608
1510006,792	0,952157353837182
1520006,784	0,943491016990902
1530006,776	0,934918579583087
1540006,768	0,926438193350215
1550006,76	0,91804805889017
1560006,752	0,909746424269557
1570006,744	0,901531583681842
1580006,736	0,893401876153982
1590006,728	0,885355684299471
1600006,72	0,877391433115734
1610006,712	0,869507588823927
1620006,704	0,861702657749304
1630006,696	0,853975185240379
1640006,688	0,846323754625158
1650006,68	0,838746986202906
1660006,672	0,831243536269848
1670006,664	0,82381209617733
1680006,656	0,816451391421114
1690006,648	0,809160180760343
1700006,64	0,801937255365022
1710006,632	0,7947814379907
1720006,624	0,787691582179221
1730006,616	0,780666571484403
1740006,608	0,773705318721611
1750006,6	0,766806765240144
1760006,592	0,759969880217515
1770006,584	0,753193659974622
1780006,576	0,746477127311004
1790006,568	0,739819330859199
1800006,56	0,73321934445751
1810006,552	0,726676266540304
1820006,544	0,720189219545136
1830006,536	0,713757349335964
1840006,528	0,707379824641764
1850006,52	0,701055836509908
1860006,512	0,694784597773639
1870006,504	0,688565342533071
1880006,496	0,682397325649149
1890006,488	0,676279822249962
1900006,48	0,670212127248953
1910006,472	0,664193554874485
1920006,464	0,658223438210276
1930006,456	0,652301128746281
1940006,448	0,646425995939566
1950006,44	0,640597426784731
1960006,432	0,634814825393547
1970006,424	0,629077612583366
1980006,416	0,623385225473993
1990006,408	0,617737117092647
2000006,4	0,61213275598671
2010006,392	0,60657162584393
2020006,384	0,601053225119822
2030006,376	0,595577066671954
2040006,368	0,59014267740088
2050006,36	0,584749597897469
2060006,352	0,579397382096387
2070006,344	0,574085596935523
2080006,336	0,568813822021146
2090006,328	0,563581649298621
2100006,32	0,558388682728455
2110006,312	0,553234537967558
2120006,304	0,548118842055513
2130006,296	0,543041233105755
2140006,288	0,53800136000147
2150006,28	0,532998882096137
2160006,272	0,528033468918562
2170006,264	0,523104799882312
2180006,256	0,518212563999443
2190006,248	0,513356459598446
2200006,24	0,50853619404631
2210006,232	0,503751483474649
2220006,224	0,499002052509814
2230006,216	0,494287634006937
2240006,208	0,489607968787854
2250006,2	0,484962805382864
2260006,192	0,480351899776291
2270006,184	0,475775015155803
2280006,176	0,471231921665467
2290006,168	0,466722396162533
2300006,16	0,462246221977906
2310006,152	0,457803188680306
2320006,144	0,45339309184412
2330006,136	0,449015732820906
2340006,128	0,444670918514598
2350006,12	0,440358461160367
2360006,112	0,436078178107183
2370006,104	0,431829891604053
2380006,096	0,427613428589968
2390006,088	0,423428620487573
2400006,08	0,419275303000547
2410006,072	0,415153315914752
2420006,064	0,411062502903124
2430006,056	0,40700271133435
2440006,048	0,402973792085355
2450006,04	0,398975599357586
2460006,032	0,395007990497155
2470006,024	0,391070825818815
2480006,016	0,387163968433831
2490006,008	0,38328728408172
2500006	0,379440640965929
2510005,992	0,375623909593408
2520005,984	0,371836962618141
2530005,976	0,368079674688625
2540005,968	0,364351922299319
2550005,96	0,360653583646056
2560005,952	0,356984538485456
2570005,944	0,353344667998313
2580005,936	0,349733854656989
2590005,928	0,346151982096795
2600005,92	0,342598934991374
2610005,912	0,339074598932069
2620005,904	0,33557886031129
2630005,896	0,332111606209846
2640005,888	0,328672724288258
2650005,88	0,325262102682015
2660005,872	0,321879629900781
2670005,864	0,318525194731505
2680005,856	0,315198686145443
2690005,848	0,311899993209046
2700005,84	0,308629004998687
2710005,832	0,305385610519216
2720005,824	0,302169698626278
2730005,816	0,298981157952389
2740005,808	0,295819876836714
2750005,8	0,292685743258508
2760005,792	0,289578644774173
2770005,784	0,286498468457901
2780005,776	0,283445100845822
2790005,768	0,280418427883649
2800005,76	0,277418334877715
2810005,752	0,274444706449393
2820005,744	0,271497426492809
2830005,736	0,268576378135799
2840005,728	0,265681443704055
2850005,72	0,262812504688378
2860005,712	0,259969441714983
2870005,704	0,257152134518793
2880005,696	0,254360461919643
2890005,688	0,251594301801323
2900005,68	0,2488535310934
2910005,672	0,246138025755737
2920005,664	0,243447660765624
2930005,656	0,240782310107481
2940005,648	0,238141846765014
2950005,64	0,235526142715775
2960005,632	0,232935068928046
2970005,624	0,230368495359962
2980005,616	0,2278262909608
2990005,608	0,225308323674351
3000005,6	0,222814460444305
3010005,592	0,220344567221572
3020005,584	0,217898508973443
3030005,576	0,215476149694537
3040005,568	0,213077352419443
3050005,56	0,210701979236982
3060005,552	0,208349891306018
3070005,544	0,206020948872732
3080005,536	0,203715011289298
3090005,528	0,201431937033872
3100005,52	0,199171583731836
3110005,512	0,196933808178208
3120005,504	0,194718466361164
3130005,496	0,192525413486586
3140005,488	0,190354504003581
3150005,48	0,188205591630895
3160005,472	0,186078529384154
3170005,464	0,183973169603874
3180005,456	0,181889363984172
3190005,448	0,179826963602117
3200005,44	0,177785818947659
3210005,432	0,175765779954076
3220005,424	0,173766696028887
3230005,416	0,171788416085166
