Frequency 	VF1
8	1,0000171531033
10007,992	0,998950721931937
20007,984	0,995792151855233
30007,976	0,990650285384485
40007,968	0,983696886844043
50007,96	0,975153712830501
60007,952	0,965276995172397
70007,944	0,954341222328134
80007,936	0,942623901328044
90007,928	0,930392544470546
100007,92	0,917894592971093
110007,912	0,905350487800313
120007,904	0,892949706205644
130007,896	0,8808493316918
140007,888	0,869174607671623
150007,88	0,858020910898331
160007,872	0,847456633935703
170007,864	0,837526553669668
180007,856	0,828255360793336
190007,848	0,819651117800289
200007,84	0,811708492228436
210007,832	0,804411674904163
220007,824	0,797736940143267
230007,816	0,791654838298741
240007,808	0,786132033320329
250007,8	0,781132811701022
260007,792	0,776620296611838
270007,784	0,772557404032049
280007,776	0,768907577717222
290007,768	0,765635337997145
300007,76	0,762706676447065
310007,752	0,760089324982981
320007,744	0,757752924271107
330007,736	0,755669112759807
340007,728	0,753811554289016
350007,72	0,752155919191953
360007,712	0,750679831112959
370007,704	0,749362789429998
380007,696	0,748186075175769
390007,688	0,747132646672908
400007,68	0,746187029703142
410007,672	0,7453352058837
420007,664	0,744564501993021
430007,656	0,743863482239369
440007,648	0,74322184487111
450007,64	0,742630324060321
460007,632	0,742080597629032
470007,624	0,741565200910463
480007,616	0,741077446829264
490007,608	0,740611352131676
500007,6	0,740161569586651
510007,592	0,739723325903116
520007,584	0,739292365059401
530007,576	0,738864896711663
540007,568	0,738437549334089
550007,56	0,738007327741459
560007,552	0,73757157464995
570007,544	0,737127935943725
580007,536	0,736674329330241
590007,528	0,736208916084927
600007,52	0,735730075605213
610007,512	0,735236382513767
620007,504	0,734726586070329
630007,496	0,734199591671233
640007,488	0,733654444233955
650007,48	0,733090313281865
660007,472	0,732506479560998
670007,464	0,731902323035917
680007,456	0,731277312126273
690007,448	0,73063099405891
700007,44	0,729962986222236
710007,432	0,729272968420988
720007,424	0,728560675939336
730007,416	0,727825893329678
740007,408	0,727068448852571
750007,4	0,726288209501017
760007,392	0,725485076548825
770007,384	0,724658981569245
780007,376	0,72380988287527
790007,368	0,7229377623382
800007,36	0,722042622545424
810007,352	0,721124484262436
820007,344	0,720183384167684
830007,336	0,719219372832115
840007,328	0,718232512918166
850007,32	0,717222877575542
860007,312	0,716190549013552
870007,304	0,715135617231684
880007,296	0,714058178892202
890007,288	0,712958336320036
900007,28	0,711836196616893
910007,272	0,710691870877758
920007,264	0,709525473499227
930007,256	0,708337121570204
940007,248	0,707126934336423
950007,24	0,705895032731167
960007,232	0,704641538965323
970007,224	0,703366576170624
980007,216	0,702070268090524
990007,208	0,700752738813804
1000007,2	0,69941411254637
1010007,192	0,698054513417304
1020007,184	0,696674065315565
1030007,176	0,695272891754052
1040007,168	0,693851115758222
1050007,16	0,692408859776594
1060007,152	0,690946245610793
1070007,144	0,689463394363067
1080007,136	0,687960426399383
1090007,128	0,686437461326357
1100007,12	0,684894617980539
1110007,112	0,683332014428686
1120007,104	0,681749767977747
1130007,096	0,680147995193487
1140007,088	0,678526811926755
1150007,08	0,676886333346471
1160007,072	0,67522667397859
1170007,064	0,673547947750233
1180007,056	0,671850268038427
1190007,048	0,670133747722822
1200007,04	0,668398499241855
1210007,032	0,666644634651913
1220007,024	0,664872265689085
1230007,016	0,663081503833078
1240007,008	0,661272460372985
